Building Address,Building Class,City,Rentable Building Area,State,Year Built,Zip,Submarket,Market
2445 Jefferson St,C,Kansas City,3809,MO,,64108,Midtown,Kansas City - MO
24450 Hospital Dr,,Paola,,MO,,660715391,Outer South Kansas City,Kansas City - MO
2449 Charlotte St,F,Kansas City,32000,MO,1955,641082707,Downtown KC,Kansas City - MO
245 Millwell Dr,B,Maryland Heights,28500,MO,1980,630432511,Westport,Saint Louis - MO
2450 Adie Rd,C,Maryland Heights,28470,MO,1960,630433504,Westport,Saint Louis - MO
2451 NE Douglas St,B,Lees Summit,15200,MO,1988,640642223,"Lee's Summit",Kansas City - MO
2455 Cannonball Ln,B,"O'Fallon",50000,MO,1967,63366,St Charles County,Saint Louis - MO
2455 Jefferson St,C,Kansas City,3675,MO,,64108,Midtown,Kansas City - MO
2455 Rock Island Blvd,C,Maryland Heights,6200,MO,1971,630433520,Westport,Saint Louis - MO
2458 Hopewell Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
2459 Charlotte St,F,Kansas City,117000,MO,1929,641082707,Downtown KC,Kansas City - MO
246 E Monroe Ave,C,Kirkwood,19481,MO,1934,631226127,Hanley,Saint Louis - MO
2462 Hwy HH,B,Catawissa,10000,MO,,63015,Franklin County,Saint Louis - MO
2462-2470 Schuetz Rd,C,Maryland Heights,43575,MO,1966,630433300,Westport,Saint Louis - MO
2463 Harrison St,F,Kansas City,18080,MO,1936,641082831,Downtown KC,Kansas City - MO
2465 Centerline Industrial Dr,C,Maryland Heights,63540,MO,1972,630433307,Westport,Saint Louis - MO
2465 Rock Island Blvd,B,Maryland Heights,12600,MO,1970,630433520,Westport,Saint Louis - MO
247 Indacom Dr,B,Saint Peters,6000,MO,1985,63376,St Charles County,Saint Louis - MO
247-249 Independence Dr,B,Union,8000,MO,,63084,Franklin County,Saint Louis - MO
2470 Adie Rd,C,Maryland Heights,6200,MO,1970,630433501,Westport,Saint Louis - MO
2475 Rock Island Blvd,C,Maryland Heights,28200,MO,1976,630433520,Westport,Saint Louis - MO
248 Grand Ave,B,Kirkwood,6000,MO,1999,631226010,Hanley,Saint Louis - MO
248 W 4th St,C,Kansas City,7583,MO,,64105,Downtown KC,Kansas City - MO
249 NE 69 Hwy,B,Kansas City,6000,MO,1921,641193114,Claycomo,Kansas City - MO
2497 Adie Rd,C,Maryland Heights,2741,MO,1960,630433519,Westport,Saint Louis - MO
25 Central Industrial Dr,B,Granite City,65000,MO,,620406802,Illinois,Saint Louis - MO
25 Cherokee Dr,C,Saint Peters,26880,MO,1989,633763927,St Charles County,Saint Louis - MO
25 Commercial St,C,Millstadt,5000,MO,,622602057,Illinois,Saint Louis - MO
25 Dock St,C,Saint Louis,60000,MO,1901,63147,St Louis City North,Saint Louis - MO
25 Progress Pky,C,Maryland Heights,9075,MO,1970,630433701,Westport,Saint Louis - MO
25 Research Park Dr,A,Weldon SPring,129500,MO,1999,633045633,St Charles County,Saint Louis - MO
25 Royal Heights Ctr,B,Belleville,1624,MO,1978,62226,Illinois,Saint Louis - MO
25 S 2nd St,C,Kansas City,72419,MO,1959,661181105,Armourdale,Kansas City - MO
25 S 3rd St,C,Kansas City,3399,MO,1959,661181107,Armourdale,Kansas City - MO
25 State Road P,,Long Lane,,MO,,655904222,Dallas County,Springfield  - MO
25 Town & Country Dr,C,Washington,28000,MO,1993,63090,Franklin County,Saint Louis - MO
25 Truitt Dr,C,Eureka,4000,MO,1984,630251920,West County,Saint Louis - MO
250 Old Ballwin Rd,A,Ballwin,141516,MO,,630214834,West County,Saint Louis - MO
250 St. Louis Ave,C,Valley Park,57238,MO,1945,63088,West County,Saint Louis - MO
250 W Brown St,C,Union,5000,MO,,63084,Franklin County,Saint Louis - MO
250-270 Fox Hill Rd,B,Saint Charles,10500,MO,1995,63301,St Charles County,Saint Louis - MO
2500 Adie Rd,C,Maryland Heights,51100,MO,1978,630433525,Westport,Saint Louis - MO
2500 Indiana Ave,C,Kansas City,2800,MO,2007,64127,Sports Complex,Kansas City - MO
2500 Kings Hwy,B,East Saint Louis,92126,MO,,62201,Illinois,Saint Louis - MO
2500 Missouri Ave,C,Granite City,27434,MO,1920,620402027,Illinois,Saint Louis - MO
2500 N State Hwy AB,,Willard,,MO,,65802,Outlying Greene County,Springfield  - MO
2500 Nameoki Rd,B,Granite City,9000,MO,,620405632,Illinois,Saint Louis - MO
2500 Providence Rd,,Columbia,,MO,,65201,,Columbia - MO
2500 S Mill St,C,Kansas City,17856,MO,1969,66103,Armourdale,Kansas City - MO
2500 Schuetz Rd,C,Maryland Heights,25110,MO,1967,630433317,Westport,Saint Louis - MO
2500 W 43rd Ave,C,Kansas City,1756,MO,1925,66103,Armourdale,Kansas City - MO
2500 W Kearney Rd,,Springfield,,MO,,65803,Northwest,Springfield  - MO
2500 W Kearney St,,Springfield,,MO,,65803,Northwest,Springfield  - MO
2500-2504 Texas Ave,C,Saint Louis,50000,MO,1912,63104,St Louis City South,Saint Louis - MO
2501 Adie Rd,C,Maryland Heights,10000,MO,1960,630433537,Westport,Saint Louis - MO
2501 NW Outer Rd,C,Blue Springs,15471,MO,1979,64015,Blue Springs,Kansas City - MO
2501 NW South Outer Rd,C,Blue Springs,12960,MO,1985,64015,Blue Springs,Kansas City - MO
2501 W 20th St,C,Granite City,67758,MO,,62040,Illinois,Saint Louis - MO
2501 W Meyer Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
2501 W Sullivan Ave,C,Saint Louis,11070,MO,1927,63107,St Louis City North,Saint Louis - MO
2501-2505 NE Independence Ave,B,Lees Summit,25746,MO,1991,640642325,"Lee's Summit",Kansas City - MO
2503 SE Outer Rd,C,Harrisonville,1600,MO,,647016366,Cass County,Kansas City - MO
2503 SW Us-40 Hwy,C,Blue Springs,7627,MO,1955,64015,Blue Springs,Kansas City - MO
2507 E Truman Rd,B,Kansas City,12518,MO,1920,64127,East Bottoms KC,Kansas City - MO
2510 Adie Rd,C,Maryland Heights,43915,MO,1954,630433525,Westport,Saint Louis - MO
2510 Franklin St,B,Carlyle,112584,MO,1988,622312402,Clinton County,Saint Louis - MO
2511 Iowa Ave,B,Saint Louis,32020,MO,1900,631042392,St Louis City South,Saint Louis - MO
2511 N 9th St,C,Saint Louis,15000,MO,1940,63102,St Louis City North,Saint Louis - MO
2512 Hopewell Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
2512 Hopewell Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
2515 N Jefferson Ave,B,Saint Louis,47982,MO,2004,63106,St Louis City North,Saint Louis - MO
2516 N Lark Dr,C,Fenton,5490,MO,1970,63026,Jefferson County,Saint Louis - MO
2516-2526 Campbell St,F,Kansas City,20048,MO,1953,641082730,Downtown KC,Kansas City - MO
2517 Adie Rd,C,Maryland Heights,22575,MO,1971,630433538,Westport,Saint Louis - MO
2518 Summit St,B,Kansas City,21304,MO,1960,641082427,Midtown,Kansas City - MO
2518-2520 Holmes St,C,Kansas City,17000,MO,1979,641082743,Midtown,Kansas City - MO
2519 N Broadway,C,Saint Louis,4200,MO,1963,63102,St Louis City North,Saint Louis - MO
25201 NW Service Rd,B,Warrenton,30000,MO,2006,63383,Warren County,Saint Louis - MO
2521-2523 Texas Ave,C,Saint Louis,25000,MO,1930,63104,St Louis City South,Saint Louis - MO
2521-2527 Jefferson St,C,Kansas City,121000,MO,1928,64108,Midtown,Kansas City - MO
2524 Bethman Rd,C,Saint Charles,11400,MO,1913,633014305,St Charles County,Saint Louis - MO
2524 Manchester Trfy,C,Kansas City,1900,MO,1955,64129,Sports Complex,Kansas City - MO
2524-2550 W Saint Louis Ave,C,Saint Louis,16000,MO,1950,631062341,St Louis City North,Saint Louis - MO
2525 Adie Rd,C,Maryland Heights,78000,MO,1963,630433538,Westport,Saint Louis - MO
2525 E Broadway,C,Alton,39500,MO,,620021766,Illinois,Saint Louis - MO
2525 Gillham Rd,C,Kansas City,19450,MO,1957,641082622,Midtown,Kansas City - MO
2525 Schuetz Rd,C,Maryland Heights,231382,MO,1967,630433316,Westport,Saint Louis - MO
2525 Southwest Blvd,C,Kansas City,8346,MO,,64108,Midtown,Kansas City - MO
2525-2531 W Pennway St,F,Kansas City,25000,MO,,641082412,Midtown,Kansas City - MO
2525-2539 St. Louis Ave,C,Saint Louis,18000,MO,1950,631062324,St Louis City North,Saint Louis - MO
2526 Cassens Dr,C,Fenton,9000,MO,1987,630262546,Fenton,Saint Louis - MO
2527 E Sullivan Ave,C,Saint Louis,7200,MO,1916,631073404,St Louis City North,Saint Louis - MO
2527 S 142nd St,C,Bonner Springs,4788,MO,,660129458,Bonner Springs,Kansas City - MO
2527 Southwest Blvd,B,Kansas City,20000,MO,1976,641082345,Midtown,Kansas City - MO
2528 S Outer,C,Union,4700,MO,,63084,Franklin County,Saint Louis - MO
2530 Bayard St,C,Kansas City,9426,MO,1978,66105,Armourdale,Kansas City - MO
2530 Belleview Ave,B,Kansas City,79364,MO,1959,64108,Midtown,Kansas City - MO
2530 E Palm St,C,Saint Louis,10000,MO,1940,631073110,St Louis City North,Saint Louis - MO
2530 W Broadway Ave,,Bolivar,,MO,,65613,Polk County,Springfield  - MO
2531 Prospect Ave,B,Kansas City,7180,MO,,64127,Sports Complex,Kansas City - MO
2533 Indiana Ave,C,Kansas City,14000,MO,1919,641274348,Sports Complex,Kansas City - MO
2533-2557 Link Rd,C,Overland,20000,MO,1978,631141677,Innerbelt W of 170,Saint Louis - MO
2534-2548 Campbell St,C,Kansas City,20584,MO,1960,641082730,Midtown,Kansas City - MO
2535 Metro Blvd,C,Maryland Heights,38040,MO,1979,630432409,Westport,Saint Louis - MO
2537 Iowa Ave,B,Saint Louis,6987,MO,1966,631042301,St Louis City South,Saint Louis - MO
254 Northwest Blvd,B,Fenton,4000,MO,2003,63026,Jefferson County,Saint Louis - MO
2541 Southwest Blvd,C,Kansas City,7500,MO,1950,641082345,Midtown,Kansas City - MO
2544 Rock Hill Industrial Ct,C,Rock Hill,10000,MO,1961,63144,Hanley,Saint Louis - MO
255 Marshall Rd,C,Valley Park,63000,MO,1964,630881741,West County,Saint Louis - MO
255 NW Victoria Dr,B,Lees Summit,8400,MO,,640864709,"Lee's Summit",Kansas City - MO
255 Northwest Blvd,B,Fenton,12500,MO,2000,630265396,Jefferson County,Saint Louis - MO
2550-2568 Harley Dr,B,Maryland Heights,29900,MO,1976,630433513,Westport,Saint Louis - MO
2551-2555 Metro Blvd,C,Maryland Heights,25175,MO,1976,630432409,Westport,Saint Louis - MO
25510 E Lone Jack Rd,B,Lake Lotawana,7440,MO,2004,64086,"Lee's Summit",Kansas City - MO
2552 N Hwy 125,,Strafford,,MO,,65757,Outlying Greene County,Springfield  - MO
2552 N Hwy 125,,Strafford,,MO,,65757,Outlying Greene County,Springfield  - MO
2553 Rock Hill Industrial Ct,C,Brentwood,25245,MO,1971,631442137,Hanley,Saint Louis - MO
2555 Southwest Blvd,C,Kansas City,10000,MO,1969,641082345,Midtown,Kansas City - MO
2561 Holmes St,C,Kansas City,1419,MO,1950,64108,Midtown,Kansas City - MO
2593 S Hanley Rd,B,Brentwood,11724,MO,1973,631442503,Hanley,Saint Louis - MO
25955 W 327th St,B,Paola,16000,MO,1997,66071,Outer South Kansas City,Kansas City - MO
25th & Maiden Ln,,Joplin,,MO,,64804,,Joplin - MO
26 Progress Pky,C,Maryland Heights,4800,MO,1966,630433706,Westport,Saint Louis - MO
26 S 20th St,C,Belleville,5394,MO,1960,62226,Illinois,Saint Louis - MO
26 W Industrial Dr,C,"O'Fallon",6500,MO,1996,633661926,St Charles County,Saint Louis - MO
260 N Moonlight Rd,C,Gardner,2702,MO,,66030,Olathe,Kansas City - MO
260 Northwest Blvd,C,Fenton,11960,MO,2003,63026,Jefferson County,Saint Louis - MO
260 Old State Rd,C,Ellisville,30000,MO,1972,630215916,West County,Saint Louis - MO
2600 Creve Coeur Dr,B,Saint Louis,18441,MO,1987,631442122,Hanley,Saint Louis - MO
2600 N 69th Hwy,C,Excelsior Springs,23500,MO,,64024,Northeast Clay County,Kansas City - MO
2600 N Highway 94,C,Saint Charles,237213,MO,1974,633010060,St Charles County,Saint Louis - MO
2600 NE Independence Rd,B,Lees Summit,60000,MO,2001,640642326,"Lee's Summit",Kansas City - MO
2600 Olive St,F,Saint Louis,70000,MO,1970,63103,St Louis City North,Saint Louis - MO
2600 S 98th St,B,Kansas City,53936,MO,2007,66111,Bonner Springs,Kansas City - MO
2600 S 98th St,C,Kansas City,70716,MO,2007,66111,Bonner Springs,Kansas City - MO
2600 Wagner Pl,C,Maryland Heights,98175,MO,1970,630433420,Westport,Saint Louis - MO
2600-2604 N 9th St,C,Saint Louis,15000,MO,1935,631021522,St Louis City North,Saint Louis - MO
2601 E Truman Rd,B,Kansas City,40000,MO,1971,641272031,East Bottoms KC,Kansas City - MO
2601 Madison Ave,C,Kansas City,16204,MO,1953,641082340,Midtown,Kansas City - MO
2601 McCasland Ave,C,East Saint Louis,120000,MO,1951,622071726,Illinois,Saint Louis - MO
2601 N 291 Hwy,C,Independence,10802,MO,1995,640581879,Independence,Kansas City - MO
2601-2611 Merriam Ln,C,Kansas City,13200,MO,2000,661064605,Turner,Kansas City - MO
26011 NE Colbern Rd,C,Lees Summit,10000,MO,1990,640869574,"Lee's Summit",Kansas City - MO
2602 E 9th St,C,Kansas City,2438,MO,1900,641242417,East Bottoms KC,Kansas City - MO
2605 NW Prairie View Rd,C,Platte City,10065,MO,1960,640797607,Airport/N Platte Co,Kansas City - MO
2606 Anaconda Rd,C,Harrisonville,3398,MO,1976,64701,Cass County,Kansas City - MO
2607 NE MO-92 Hwy,C,Smithville,8000,MO,,64089,Northeast Clay County,Kansas City - MO
2607-2609 Texas Ave,C,Saint Louis,4606,MO,1926,63118,St Louis City South,Saint Louis - MO
2609 W 13th St,,Joplin,,MO,,64801,,Joplin - MO
2609-2629 Rock Hill Industrial Ct,C,Rock Hill,90201,MO,1961,631442139,Hanley,Saint Louis - MO
261 Northwest Blvd,C,Fenton,12000,MO,2000,630265396,Jefferson County,Saint Louis - MO
2610 NE Hagan Rd,B,Lees Summit,19440,MO,2000,64064,"Lee's Summit",Kansas City - MO
2610 NE Industrial Dr,B,Kansas City,50100,MO,2011,641172648,Claycomo,Kansas City - MO
2611 Prospect Ave,C,Kansas City,5484,MO,1947,64127,Sports Complex,Kansas City - MO
2612 Gravois Rd,C,High Ridge,2360,MO,,630492508,Jefferson County,Saint Louis - MO
2612 NE Industrial Dr,B,Kansas City,20000,MO,2014,641172648,Claycomo,Kansas City - MO
2614 Gravois Rd,C,High Ridge,4800,MO,,630492508,Jefferson County,Saint Louis - MO
2614 NW Woodland Rd,C,Kansas City,5000,MO,1970,641509454,Riverside/Parkville,Kansas City - MO
2615 S 10th St,C,Saint Louis,7500,MO,1952,63118,St Louis City South,Saint Louis - MO
2615 West Ave,B,Grover,29762,MO,,630401115,West County,Saint Louis - MO
2616 Gravois Rd,C,Dittmer,4000,MO,1999,63023,Jefferson County,Saint Louis - MO
2617 Southwest Blvd,C,Kansas City,6259,MO,1951,64108,Midtown,Kansas City - MO
26195 Linwood Rd,B,Lawrence,25804,MO,1976,660449426,Leavenworth County,Kansas City - MO
2620 Campbell St,,Springfield,,MO,,65807,Southwest,Springfield  - MO
2620 MidPoint Dr,B,Edwardsville,78300,MO,2020,66111,Bonner Springs,Kansas City - MO
2620 Samuel Shepard Dr,C,Saint Louis,75000,MO,1962,631031416,St Louis City North,Saint Louis - MO
2620 W Sunshine St,,Springfield,,MO,,65807,Southwest,Springfield  - MO
2620-2640 NE McBaine Dr,A,Lees Summit,49320,MO,2017,64064,"Lee's Summit",Kansas City - MO
2625 E Terra Ln,C,"O'Fallon",18000,MO,1979,63366,St Charles County,Saint Louis - MO
2625 SE Hamblen Rd,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
2626 Camp Jackson Rd,C,Cahokia,6720,MO,1975,62206,Illinois,Saint Louis - MO
2627 Southwest Blvd,C,Kansas City,11000,MO,1969,64108,Midtown,Kansas City - MO
2629 Chouteau Ave,C,Saint Louis,9700,MO,1980,63103,St Louis City South,Saint Louis - MO
263 N 7th St Tfwy,C,Kansas City,1569,MO,1930,66101,Central KC KS/Fairfax,Kansas City - MO
2630 McKnight Rd,C,Rock Hill,5400,MO,,631241499,Hanley,Saint Louis - MO
2630 Metro Blvd,C,Maryland Heights,86188,MO,1979,630432412,Westport,Saint Louis - MO
2630 S Mcknight Rd,C,Saint Louis,6200,MO,,631241499,Hanley,Saint Louis - MO
2631 S 96th St,B,Kansas City,66401,MO,,66111,Bonner Springs,Kansas City - MO
2632 McHugh Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
2635-2645 Metro Blvd,C,Maryland Heights,59055,MO,1979,630432411,Westport,Saint Louis - MO
26362 W 320th St,C,Paola,1800,MO,1980,660714679,Outer South Kansas City,Kansas City - MO
2639 E 11th St,C,Kansas City,8012,MO,1926,64127,East Bottoms KC,Kansas City - MO
2639 Locust St,C,Saint Louis,6375,MO,1917,63103,St Louis City North,Saint Louis - MO
264 Chambers Rd,B,Saint Louis,1305,MO,1963,63137,North County,Saint Louis - MO
2640 Creve Coeur Dr,B,Brentwood,7500,MO,2001,631442122,Hanley,Saint Louis - MO
2640 Creve Coeur Dr,C,Brentwood,3904,MO,1945,631442122,Hanley,Saint Louis - MO
2641 Lasalle St,C,Saint Louis,17437,MO,1917,63104,St Louis City South,Saint Louis - MO
2642 Nike Base Rd,C,Catawissa,10000,MO,,63015,Franklin County,Saint Louis - MO
2644 Michigan Ave,C,Saint Louis,9200,MO,1920,631181214,St Louis City South,Saint Louis - MO
2645 Madison Ave,C,Kansas City,14000,MO,1920,641082336,Midtown,Kansas City - MO
2646 Creve Coeur Dr,C,Brentwood,4956,MO,1949,631442122,Hanley,Saint Louis - MO
2646 Metro Blvd,C,Maryland Heights,19025,MO,1978,630432412,Westport,Saint Louis - MO
2646 Tiny Ridge Way,C,Pacific,3200,MO,,63069,Franklin County,Saint Louis - MO
2647 Rock Hill Industrial Ct,B,Brentwood,27648,MO,1960,631442139,Hanley,Saint Louis - MO
2649 Pestalozzi,C,Saint Louis,4125,MO,1923,631181542,St Louis City South,Saint Louis - MO
2650 Walnut Pl,B,Saint Louis,13685,MO,1965,63103,St Louis City North,Saint Louis - MO
2651 Gravois Ave,C,Saint Louis,1000,MO,,631181543,St Louis City South,Saint Louis - MO
2651-2653 Locust St,C,Saint Louis,41325,MO,1939,631031411,St Louis City North,Saint Louis - MO
2654 Creve Coeur Rd,B,Rock Hill,40000,MO,1933,63144,Hanley,Saint Louis - MO
26540 W 303rd St,,Paola,,MO,,660718440,Outer South Kansas City,Kansas City - MO
2655 NE Hagan Rd,B,Lees Summit,42140,MO,,64064,"Lee's Summit",Kansas City - MO
2655 Victor St,C,Saint Louis,25000,MO,1924,63104,St Louis City South,Saint Louis - MO
2659 Lasalle St,C,Saint Louis,12029,MO,1925,63104,St Louis City South,Saint Louis - MO
2659 Rock Hill Industrial Ct,C,Brentwood,33250,MO,1976,631442139,Hanley,Saint Louis - MO
2661-2667 Metro Blvd,C,Maryland Heights,20415,MO,1979,630432411,Westport,Saint Louis - MO
2663 Southwest Blvd,C,Kansas City,1567,MO,1940,64108,Midtown,Kansas City - MO
2665 Washington Ave,C,Saint Louis,14000,MO,1929,63103,St Louis City North,Saint Louis - MO
2672 Metro Blvd,B,Maryland Heights,19920,MO,1982,630432412,Westport,Saint Louis - MO
2680 Stark Ave,,Columbia,,MO,,652029210,,Columbia - MO
2683 North St,C,Granite City,18600,MO,1988,62040,Illinois,Saint Louis - MO
2684 Metro Blvd,C,Maryland Heights,11100,MO,1982,630432412,Westport,Saint Louis - MO
2685-2689 Metro Blvd,B,Maryland Heights,24000,MO,1999,630432411,Westport,Saint Louis - MO
2690 Highway T,C,Labadie,2400,MO,1920,630551235,Franklin County,Saint Louis - MO
26th St @ Main St,B,Lexington,39200,MO,1967,64067,Lafayette County,Kansas City - MO
27 Bright Star Ln,,Seymour,,MO,,65746,Webster County,Springfield  - MO
27 Tower Plz,A,Belleville,45650,MO,2007,622203426,Illinois,Saint Louis - MO
270 Seebold Spur,B,Fenton,17000,MO,1998,63026,Jefferson County,Saint Louis - MO
270 W Highway 8,C,Steelville,4500,MO,2000,655654584,Crawford County,Saint Louis - MO
2700 BLK E Kearney St,,Springfield,,MO,,65803,Northeast,Springfield  - MO
2700 E 44th St,,Joplin,,MO,,64804,,Joplin - MO
2700 Guinotte Ave,C,Kansas City,12106,MO,1986,64120,East Bottoms KC,Kansas City - MO
2700 N Eastgate Ave,,Springfield,,MO,,65803,Northeast,Springfield  - MO
2700 N Florissant Ave,B,Saint Louis,9180,MO,1940,631062928,St Louis City North,Saint Louis - MO
2700 Papin St,C,Saint Louis,112000,MO,1901,631033042,St Louis City South,Saint Louis - MO
2700 Rochester St,C,Kansas City,11869,MO,1985,64120,East Bottoms KC,Kansas City - MO
2700 S 12th St,C,Saint Louis,6500,MO,1940,63118,St Louis City South,Saint Louis - MO
2700 S 88th St,C,Kansas City,12000,MO,1991,66111,Bonner Springs,Kansas City - MO
2700 S Outer Rd,B,Blue Springs,6250,MO,1980,64015,Blue Springs,Kansas City - MO
2700 Wagner Pl,C,Maryland Heights,140007,MO,1962,630433422,Westport,Saint Louis - MO
2700 Woodson Rd,C,Overland,9591,MO,1930,631144828,Innerbelt W of 170,Saint Louis - MO
2700 blk Vandiver Dr,,Columbia,,MO,,65202,,Columbia - MO
2700-2708 Chouteau Ave,C,Saint Louis,30000,MO,1970,631033015,St Louis City South,Saint Louis - MO
2701 Delmar Blvd,C,Saint Louis,21000,MO,1940,631031405,St Louis City North,Saint Louis - MO
2701 E Truman Rd,B,Kansas City,7150,MO,1924,64127,East Bottoms KC,Kansas City - MO
2701 N 25th St,C,Saint Louis,71691,MO,1925,631062302,St Louis City North,Saint Louis - MO
2701 N Hwy 94,C,Saint Charles,17000,MO,1950,63301,St Charles County,Saint Louis - MO
2701 S 96th St,C,Edwardsville,5000,MO,1992,66111,Bonner Springs,Kansas City - MO
2701 Westminster Ave,,Fulton,,MO,,65251,,Jefferson City - MO
2701 Woodson Rd,C,Overland,5668,MO,1920,631144817,Innerbelt W of 170,Saint Louis - MO
2702 S Prosperity Ave,,Joplin,,MO,,64801,,Joplin - MO
2703 Kramer St,C,Kansas City,4208,MO,,64117,Claycomo,Kansas City - MO
2704 E Truman Rd,C,Kansas City,8260,MO,1920,641272034,East Bottoms KC,Kansas City - MO
2704 Hampton Ave,C,Saint Louis,4400,MO,1978,63139,St Louis City South,Saint Louis - MO
2704 S Campbell Ave,,Springfield,,MO,,65807,Southwest,Springfield  - MO
2705 Juniata St,C,Saint Louis,4104,MO,1904,631182334,St Louis City South,Saint Louis - MO
